long,lat
-2.33799,47.25982
-1.6906,48.1052
-0.53089,44.85806
5.150506,43.626213
5.107377,43.593928
5.033561,43.617973
5.764925,48.190266
-151.504028,-16.630833
5.637274,45.576441
2.627642,49.216111
2.540331,49.15071
2.995749,48.545748
6.631064,43.797057
6.350165,47.484849
7.34715,47.770073
7.272574,48.269012
7.537356,47.960348
6.4206687,45.155733
5.699935,45.131944
-1.512825,46.210034
-1.295276,44.207089
-0.723317,47.538818
-4.28646,48.077197
0.980029,48.96637
5.407764,43.502142
4.98782,45.69162
4.90932,45.7589
2.46374,48.62194
2.39969,48.63668
2.35755,48.91939
2.54159,49.03418
2.27371,48.96673
2.3478,48.92278
2.45584,48.90709
6.176462,49.185761
-52.2919393,4.9278048
-52.2993422,4.8852605
4.8680334,45.7377164
4.86186,45.72732
4.84189,45.74831
4.84361,45.74819
-61.0675,14.6114
4.815695,45.727192
4.85523,45.801
8.7508464,41.9351074
2.2003824,48.9952198
2.45288,48.61893
5.94787,43.12023
6.12985,43.11353
2.30255,49.91165
2.042443,48.928092
0.1103,49.4862
0.1576666,49.5255555
0.10504,49.48996
1.073892,49.919413
4.3264836,46.6377492
4.91328,45.72068
7.69736,48.54357
2.8891016,42.6982785
2.88708,42.71437
2.90457,42.70175
-0.32945,43.28023
1.8774444,50.9516661
2.7975901,49.4018414
3.1573516,50.7463711
3.24922,50.32996
-3.36706,47.73951
-3.34043,47.76739
6.1809909,48.709095
-1.62297,49.63395
-0.0927481,47.2390762
1.8958,47.9209
-2.2383785,47.2709986
0.6590519,47.3429571
0.6744292,47.4181757
1.6671807,46.7923253
-1.9579141,48.6661461
-1.65283,48.13056
-1.6824,48.0956
-0.58745,44.79893
1.40863,43.5752
1.4687,43.58438
4.37701,43.84175
-3.9142431,47.875891
6.029471,47.253513
1.8738,46.1721
-2.81976,48.49896
-1.03536,45.62032
-1.167096,46.176298
5.4635395,43.313347
5.3929,43.29297
4.9805,43.49339
1.61294,43.11898
7.2553,43.7119
6.92151,43.63896
6.92142,43.65052
5.20499,46.22666
2.383466,48.900429
2.371115,48.89874
2.402541,48.878535
2.382261,48.885872
2.349547,48.885563
2.287931,48.857924
2.29424,48.874033
2.295757,48.843613
2.3263,48.826329
2.306855,48.867314
2.283136,48.84641
2.332044,48.863725
2.385698,48.800929
2.4827,48.7875
2.357428,48.784043
2.3348,48.7947
2.3268,48.8106
2.38943,48.81392
2.510543,48.822396
2.516809,48.810753
2.542097,48.810349
2.3308,48.91013
2.5179545,48.8537909
2.466,48.863
2.5428509,48.9086434
2.5471449,48.9013322
2.56041,48.90438
2.42609,48.89565
2.3443123,48.9140598
2.1968476,48.887815
2.2518291,48.8446074
2.2763,48.91938
2.2696303,48.9184183
-0.458089,48.914589
2.1729744,44.1265771
4.929106,45.498699
-0.723786,47.236207
1.938116,46.1322
7.585861,48.805161
-1.687109,47.893521
3.251207,44.569502
3.14967,45.161242
2.941225,47.437885
1.897379,45.125594
-3.026693,47.592638
-0.009538,43.317466
-0.04498,44.68569
0.407868,43.917161
-0.134846,47.306996
-2.094011,47.407092
-4.7693606,48.4829561
6.013952,48.949055
5.978816,43.52313
-0.921049,43.588131
4.713886,50.007656
1.01366,44.760813
-1.841111,48.160031
6.110753,45.89239
7.022011,43.586875
2.4002482,48.896918
2.408919,48.8923962
2.41108,48.89345
2.40399,48.89138
2.41493,48.89355
2.4022089,48.9013125
2.3955337,48.9002236
2.4034,48.88948
2.446442,48.9118417
2.4101446,48.8891511
2.4005275,48.8955081
2.3947,48.90391
2.3738928,48.9109881
2.4257724,48.8954189
2.3987887,48.890448
2.4002195,48.8969094
2.4100272,48.8898199
2.40725,48.8919
2.4178927,48.894102
2.41396,48.90195
2.4086297,48.896828
2.41619,48.89375
2.3971824,48.90836
2.39389,48.90054
2.4112119,48.8934482
2.42467,48.89527
2.4036781,48.8970879
2.3983564,48.8929491
2.4112285,48.8934587
2.42221,48.89491
2.4104,48.88686
2.413227,48.8932789
2.4198114,48.8894213
2.4638343,48.9163986
2.4154928,48.9026543
2.3963145,48.9050569
2.4122546,48.8930797
2.4029119,48.8967749
2.3982,48.9092
2.44317,48.90141
2.4054934,48.8979869
2.40906,48.89638
2.3981551,48.9091229
2.4143868,48.91058
2.4030074,48.896784
2.4140322,48.901972
2.41456,48.89347
2.4262844,48.9156315
2.3957944,48.9070796
2.40982,48.89249
2.4254,48.90735
2.3956618,48.9001065
2.418563,48.8945514
2.402,48.896
2.42606,48.89549
2.42109,48.89024
2.4003144,48.8907034
2.4144068,48.8934882
2.444178,48.9098882
2.42597,48.89571
6.99003,43.55044
4.82654,43.93672
2.4385893,48.9092077
2.4696,48.90608
7.199607,43.710416
5.887004,45.309934
6.17995,49.23452
45.21964,-12.79072
-1.48985,47.02136
2.47293,49.03331
-1.673324,48.131333
2.10966,47.2243
3.1900793,46.1647044
-52.324276,4.9259663
-52.3348224,4.9394185
-150.997907,-16.749572
5.157566,43.564829
5.269961,45.808476
2.3850193,48.9300757
5.394759,43.877178
5.147012,43.851102
6.960139,47.517712
3.307396,46.5729719
6.316493,48.265237
2.43271,48.91066
5.35993,43.375453
-60.896723,14.450561
-52.3248339,4.9066399
-52.3225272,4.9077302
7.0167,43.5667
2.4542142,48.9086499
5.074005,44.241125
5.5769,45.34739
2.43681,48.91289
-52.30286,4.94118
-52.3202741,4.9234008
2.33661,48.95302
2.31575,48.95287
0.740295,48.753061
-1.26262,46.52495
-1.87374,46.83517
5.8004352,43.0744132
2.4026234,48.924153
2.368,48.66258
4.67998,43.65015
2.33605,48.90601
166.44485,-22.26256
4.342652,45.453028
2.235764,48.865894
2.342986,48.871206
45.17743,-12.72991
45.231999,-12.780951
7.255268,47.88787
8.75584,41.94429
45.19668,-12.81835
45.22594,-12.78541
45.2152,-12.80043
45.22287,-12.77166
45.2159,-12.8004
45.22506,-12.7876
45.2224879,-12.7722459
45.22681,-12.77588
6.0629758,49.3269361
2.35443,48.869644
4.81952,43.95102
0.48267,49.56115
2.51594,48.63152
2.5204487,48.9186846
2.366883,48.884339
2.834864,48.823727
2.2479292,48.8827958
6.410034,46.07351
5.9091384,45.7018314
1.862252,50.949418
2.9069245,50.4209671
2.705044,50.4482779
2.83319,50.431121
2.98257,50.41491
6.25684,46.19622
5.9094724,45.6897799
5.892132,45.7090736
-1.4788,43.4885
-1.46378,43.49144
2.2371876,48.9085201
-1.958077,48.665922
0.13615,49.49765
0.12675,49.48618
0.1255,49.5128
0.17092,49.51567
0.1419,49.4931
-61.72808,15.99073
6.45959,43.53942
0.49285,44.85836
3.267931,49.850564
-1.15245,46.16256
5.660406,46.275115
2.403376,48.858118
2.387832,48.883226
2.400504,48.882146
2.374103,48.898774
2.385085,48.874555
2.353211,48.890878
2.311553,48.844545
2.319729,48.832956
2.398887,48.841093
2.356548,48.879655
2.313252,48.861044
2.48828,48.79806
2.33258,48.78765
2.42713,48.77069
2.40457,48.75665
2.54915,48.7978
2.42027,48.79826
2.53131,48.9806
2.3465434,48.9057412
2.3324589,48.9077949
2.5179698,48.8562746
2.4592149,48.8729114
2.4532127,48.8704977
2.4526739,48.9204204
2.219715,48.865543
2.2494953,48.8838854
2.307392,48.925096
2.274933,48.7633619
2.32376,48.80145
2.723177,47.488079
2.9621791,50.6087365
3.40354,43.444804
1.308693,45.943276
5.7872576,43.467518
3.8742415,49.2531375
2.850967,49.982963
1.87215,50.256984
-3.387512,48.63678
5.854307,47.188506
-4.6189401,48.4266534
1.381128,43.707516
5.563304,45.564691
2.4571287,46.353509
3.3799106,47.3829436
0.023158,48.284796
0.736431,48.059526
-0.87351,43.680466
1.09946,44.8898
5.911878,43.986718
1.5843977,45.3047191
5.884895,44.836548
7.201393,43.67083
2.691693,48.28682
164.889636,-21.131142
166.546335,-22.231765
55.255384,-21.108622
1.764443,49.16301
5.304192,47.181743
6.073814,49.178183
5.239298,45.690829
-1.128549,46.97194
-1.114426,47.125666
5.37554,43.30732
7.72402,48.63301
7.7193917,48.5862523
-0.61259,44.89014
3.11765,50.673388
2.026463,50.93205
2.314049,48.728174
2.29529,48.76114
2.36522,48.66427
1.930592,48.960745
2.6116759,48.6508401
2.4422,48.8171
2.44976,48.75105
2.271803,48.913836
2.411229,48.873965
2.393135,48.871021
2.398407,48.8917
2.373025,48.887773
2.359386,48.899491
2.277907,48.850704
2.287901,48.862984
2.292627,48.838948
2.347968,48.834912
2.358648,48.835691
2.439969,48.837733
2.370212,48.882551
2.325415,48.875416
2.350486,48.870148
2.32683,48.81057
2.35,48.79
2.37167,48.81206
2.40717,48.81453
2.3383,48.76472
2.54122,48.98349
2.3863748,48.9499661
2.5749103,48.8992657
2.5475597,48.9025667
2.48695,48.90697
2.4638225,48.9378947
2.3811626,48.9140486
-3.020575,48.553049
7.222143,47.903516
3.037001,47.534603
-2.086823,47.445715
-0.133504,44.930301
4.331145,46.062839
3.29781,47.734225
5.394416,49.089972
6.136782,47.010167
-2.013876,48.154203
1.085227,43.205418
3.456295,46.854571
0.587618,48.069438
0.049739,48.956996
-1.694899,49.33496
-1.464701,48.570211
2.32378,49.494988
1.801801,46.941185
0.348816,45.252527
6.025105,44.085211
0.81817,48.321635
1.28929,48.484994
-0.99511,46.31143
1.016085,44.758969
-149.570803,-17.618416
7.283399,43.733554
6.306581,46.778479
55.551213,-21.228059
-61.004323,14.748043
-0.44662,44.76932
4.866981,43.952722
5.444762,43.425722
3.505052,47.956784
6.205924,45.562171
-1.537131,47.326672
5.206516,45.774737
-0.502732,45.725446
-0.408425,45.288886
-0.437662,44.825456
-1.602298,47.427517
1.60004,49.117587
3.567252,50.319134
5.57228,43.28453
5.0710702,43.3969405
-0.50172,44.70039
2.367,48.6242
2.4804,48.6285
2.1857,48.749
2.208756,48.905219
2.2020815,48.8395693
-1.58638,49.63513
-0.54109,47.48772
-0.51594,47.46641
-0.52985,47.48617
1.93773,47.9277
-2.25825,47.256504
-2.228816,47.281481
5.59094,45.36529
0.7043285,47.3743879
-1.65507,48.10998
-1.63958,48.12338
-1.64977,48.09465
-1.62862,48.0922
-1.6709,48.11823
-1.6929775,48.1086159
3.88057,43.59695
-0.56068,44.87329
1.39831,43.59314
1.33023,43.62104
1.49461,43.5579
-4.03328,47.9953
-4.076,48.01297
-4.4996327,48.4111502
-4.4796002,48.413884
1.47548,49.07947
6.34292,46.93428
-2.754215,48.5031
-0.388834,49.178875
-0.3856617,49.2026703
-0.29914,49.20596
5.3577,43.359
5.354242,43.278793
5.40705,43.31451
4.08979,48.27315
4.7096,49.7379
7.2947,43.702
7.4966,43.7715
2.413215,48.865153
2.413267,48.869643
2.413697,48.861712
2.326587,48.890435
2.330189,48.854031
2.391869,48.865115
2.40667,48.862693
2.403073,48.874739
2.372575,48.883396
2.336864,48.898462
2.313971,48.886322
2.266153,48.844461
2.302062,48.85052
2.276202,48.833469
2.296432,48.837234
2.365045,48.826811
2.36933,48.844014
2.395801,48.839364
2.374125,48.871032
2.3526469,48.8733964
2.3402564,48.880723
2.356529,48.873337
2.307492,48.862331
2.296632,48.853905
2.36369,48.851539
2.3565483,48.8518436
2.38924,48.79267
2.400816,48.789127
2.4171431,48.8372231
2.4663,48.742
2.5,48.85
2.3255,48.80541
2.46536,48.78917
2.44347,48.78315
2.3404661,48.9081806
2.3427319,48.9453685
2.52192,48.87764
2.39212,48.90356
2.5249887,48.8552293
2.3441062,48.9628503
2.342812,48.9487785
2.42171,48.92295
2.5490443,48.905947
2.4880001,48.8955927
2.2315711,48.875485
2.21914,48.86098
2.17443,48.88681
2.259417,48.830301
2.25777,48.81865
2.323022,48.92248
2.248065,48.837415
2.2763777,48.9194062
2.28756,48.91702
3.906239,48.277153
-1.690553,47.691754
-3.671365,48.139516
6.627109,45.937271
-0.115995,42.888303
-0.086753,43.822762
2.66589,43.183353
4.0379203,47.7825901
2.6807147,45.8388321
3.290405,45.724008
5.715023,46.865166
-1.307244,47.219408
-1.440298,47.014198
-4.643294,48.375124
4.842621,43.844718
2.3323,44.880882
6.936136,43.540851
6.511395,44.579173
2.05402,48.082989
2.776309,47.60812
-0.582769,43.357669
-1.247592,43.298565
3.978091,45.353401
0.6712218,46.0373503
0.643376,45.993213
4.378674,44.394584
0.970209,49.262946
1.786137,49.269765
0.792459,49.152447
1.130739,48.405731
0.5470538,47.5466563
4.098192,43.83697
4.168029,43.694504
4.004508,43.887112
0.332873,44.837017
0.610664,43.107688
7.034715,43.600906
-0.82391,44.47176
0.151298,46.51109
2.685728,49.304447
1.908114,48.521108
165.35387,-20.93726
164.612854,-20.839311
2.879915,48.904205
3.462174,43.478631
4.86906,44.009992
5.913434,43.353877
6.356476,47.351846
3.9855122,46.4831519
4.978518,47.283783
3.4437249,46.5809843
6.312761,46.131315
5.66242,45.04576
4.926117,44.95479
4.690989,45.741138
5.037634,45.690571
0.05712,48.534255
-1.27663,49.261696
-0.868735,48.869648
1.436329,49.250608
1.451933,50.087874
5.42186,43.3097
5.30824,43.40358
6.15425,49.29698
-0.49786,44.89496
-0.49502,44.89895
3.042025,50.61696
2.3160094,48.6967128
2.20515,48.7502
2.26769,48.75993
2.26253,48.62545
2.1701674,48.8900024
2.2093889,48.9001056
2.2236981,48.8466526
2.223004,48.7844
1.803139,48.965106
2.49682,48.97951
2.47839,48.91807
2.17915,48.99723
2.48505,48.97281
2.28773,48.94363
2.24267,49.07247
2.48532,48.97315
2.3778,48.93346
2.28263,48.94661
2.4253,48.8669
2.47377,48.88893
2.6592986,48.8325152
0.09857,49.49935
2.6686896,48.8636285
166.4607,-22.269
166.44465,-22.2604
4.8791555,45.7432242
4.85182,45.75448
4.845017,45.7504717
4.88753,45.75388
4.85938,45.71821
2.387,48.65089
2.49166,48.68216
3.25174,48.23608
5.94422,43.12091
2.28703,49.90345
2.26786,49.90682
1.14673,49.44239
2.496434,49.899075
-1.13259,44.761826
2.312327,42.896108
2.259551,42.810463
4.5413922,46.4291666
0.015444,47.385286
1.93192,44.766922
3.557446,43.328112
7.494127,47.605141
7.414227,47.568737
-1.930869,47.227652
-1.8089725,47.4172107
0.632855,42.95896
1.285325,43.579295
1.0021064,43.7645687
6.134282,47.780765
6.952989,43.557183
-0.130046,49.122182
6.205478,44.631776
-0.95989,48.688417
-0.858108,48.696739
5.52814,43.995346
-1.50449,46.43424
0.899881,45.912948
0.9752228,47.134794
3.965442,44.07365
4.20007,44.14001
4.993147,49.483088
55.233867,-21.02099
2.061845,48.637725
1.944902,48.519276
5.645599,43.367544
4.2309685,45.7443551
5.135057,44.888852
4.927593,45.646497
1.97299,43.760684
-0.683234,43.540725
-1.57156,46.68988
-2.935378,47.680566
2.132405,49.424281
5.3659258,43.3071287
4.9412,45.6721
2.30618,48.70638
2.054355,48.809004
2.3838957,48.7571095
0.20056,47.99467
0.091583,48.435305
55.64621,-20.93241
55.66646,-20.96794
55.30419,-20.93979
55.3112,-20.956
4.8445338,45.7781855
4.8449723,45.769051
4.86657,45.73904
-60.979322,14.625399
-61.07168,14.6413
4.84304,45.77251
4.80798,45.77493
4.8089,45.788
4.8170441,45.7246434
2.19393,48.70061
2.46726,48.71269
2.25796,48.59117
2.27005,48.64454
6.85913,47.64098
