,long,lat
534,2.51287,48.88296
535,2.5134154,48.8837638
536,2.4704077,48.8868338
537,2.53225,48.88351
538,2.4467884,48.8700675
539,2.4325,48.8967
540,2.5303775,48.8837007
541,2.3966484,48.9260937
542,2.38735,48.93563
543,2.40783,48.94015
544,2.2221722,48.8541556
545,2.2629409,48.8139975
546,2.294983,48.931043
547,2.24268,48.82646
548,2.23665,48.83687
549,2.276662,48.922624
550,7.3143201,48.9128918
551,55.515552,-21.28607
552,7.367736,47.784982
553,0.544942,46.530013
554,6.371555,43.19048
555,2.321221,50.70395
556,2.308702,50.943682
557,7.048352,48.986732
558,1.232014,43.992691
559,3.1917563,45.8604469
560,-0.63622,47.079562
561,4.2558281,46.1452213
562,3.395977,43.679387
563,5.305924,43.930477
564,0.586905,48.038768
565,6.331022,44.550719
566,2.684425,49.281713
567,2.644272,49.319555
568,2.814987,49.294996
569,3.41722,48.460657
570,4.704579,48.234746
571,0.002571,45.855386
572,166.5703317,-20.5556549
573,1.503088,48.858588
574,2.862496,42.612454
575,4.784009,45.013182
576,4.949109,45.82236
577,-0.035189,45.676293
578,2.753341,49.099211
579,1.650531,50.519586
580,2.723805,50.644103
581,5.47194,43.29385
582,-0.4586,44.953025
583,2.958167,50.62898
584,3.094142,50.608483
585,2.3448208,48.7618376
586,2.39924,48.63655
587,2.016029,48.881316
588,2.17064,48.83449
589,2.6288041,48.6312605
590,2.38272,48.76068
591,2.52511,48.82743
592,-60.9988403,14.5977318
593,-61.032663,14.6179767
594,-61.72109,15.99895
595,8.74411,41.93373
596,2.42551,48.70187
597,2.52166,48.66247
598,-0.21023,47.008147
599,1.86257,48.96359
600,2.05997,48.95198
601,5.9343626,45.5662059
602,0.22905,48.00508
603,-2.33799,47.25982
604,-1.6906,48.1052
605,-0.53089,44.85806
606,5.150506,43.626213
607,5.107377,43.593928
608,5.033561,43.617973
609,5.764925,48.190266
610,-151.504028,-16.630833
611,5.637274,45.576441
612,2.627642,49.216111
613,2.540331,49.15071
614,2.995749,48.545748
615,6.631064,43.797057
616,6.350165,47.484849
617,7.34715,47.770073
618,7.272574,48.269012
619,7.537356,47.960348
620,6.4206687,45.155733
621,5.699935,45.131944
622,-1.512825,46.210034
623,-1.295276,44.207089
624,-0.723317,47.538818
625,-4.28646,48.077197
626,0.980029,48.96637
627,5.407764,43.502142
628,4.98782,45.69162
629,4.90932,45.7589
630,2.46374,48.62194
631,2.39969,48.63668
632,2.35755,48.91939
633,2.54159,49.03418
634,2.27371,48.96673
635,2.3478,48.92278
636,2.45584,48.90709
637,6.176462,49.185761
638,-52.2919393,4.9278048
639,-52.2993422,4.8852605
640,4.8680334,45.7377164
641,4.86186,45.72732
642,4.84189,45.74831
643,4.84361,45.74819
644,-61.0675,14.6114
645,4.815695,45.727192
646,4.85523,45.801
647,8.7508464,41.9351074
648,2.2003824,48.9952198
649,2.45288,48.61893
650,5.94787,43.12023
651,6.12985,43.11353
652,2.30255,49.91165
653,2.042443,48.928092
654,0.1103,49.4862
655,0.1576666,49.5255555
656,0.10504,49.48996
657,1.073892,49.919413
658,4.3264836,46.6377492
659,4.91328,45.72068
660,7.69736,48.54357
661,2.8891016,42.6982785
662,2.88708,42.71437
663,2.90457,42.70175
664,-0.32945,43.28023
665,1.8774444,50.9516661
666,2.7975901,49.4018414
667,3.1573516,50.7463711
668,3.24922,50.32996
669,-3.36706,47.73951
670,-3.34043,47.76739
671,6.1809909,48.709095
672,-1.62297,49.63395
673,-0.0927481,47.2390762
674,1.8958,47.9209
675,-2.2383785,47.2709986
676,0.6590519,47.3429571
677,0.6744292,47.4181757
678,1.6671807,46.7923253
679,-1.9579141,48.6661461
680,-1.65283,48.13056
681,-1.6824,48.0956
682,-0.58745,44.79893
683,1.40863,43.5752
684,1.4687,43.58438
685,4.37701,43.84175
686,-3.9142431,47.875891
687,6.029471,47.253513
688,1.8738,46.1721
689,-2.81976,48.49896
690,-1.03536,45.62032
691,-1.167096,46.176298
692,5.4635395,43.313347
693,5.3929,43.29297
694,4.9805,43.49339
695,1.61294,43.11898
696,7.2553,43.7119
697,6.92151,43.63896
698,6.92142,43.65052
699,5.20499,46.22666
700,2.383466,48.900429
701,2.371115,48.89874
702,2.402541,48.878535
703,2.382261,48.885872
704,2.349547,48.885563
705,2.287931,48.857924
706,2.29424,48.874033
707,2.295757,48.843613
708,2.3263,48.826329
709,2.306855,48.867314
710,2.283136,48.84641
711,2.332044,48.863725
712,2.385698,48.800929
713,2.4827,48.7875
714,2.357428,48.784043
715,2.3348,48.7947
716,2.3268,48.8106
717,2.38943,48.81392
718,2.510543,48.822396
719,2.516809,48.810753
720,2.542097,48.810349
721,2.3308,48.91013
722,2.5179545,48.8537909
723,2.466,48.863
724,2.5428509,48.9086434
725,2.5471449,48.9013322
726,2.56041,48.90438
727,2.42609,48.89565
728,2.3443123,48.9140598
729,2.1968476,48.887815
730,2.2518291,48.8446074
731,2.2763,48.91938
732,2.2696303,48.9184183
733,-0.458089,48.914589
734,2.1729744,44.1265771
735,4.929106,45.498699
736,-0.723786,47.236207
737,1.938116,46.1322
738,7.585861,48.805161
739,-1.687109,47.893521
740,3.251207,44.569502
741,3.14967,45.161242
742,2.941225,47.437885
743,1.897379,45.125594
744,-3.026693,47.592638
745,-0.009538,43.317466
746,-0.04498,44.68569
747,0.407868,43.917161
748,-0.134846,47.306996
749,-2.094011,47.407092
750,-4.7693606,48.4829561
751,6.013952,48.949055
752,5.978816,43.52313
753,-0.921049,43.588131
754,4.713886,50.007656
755,1.01366,44.760813
756,-1.841111,48.160031
757,6.110753,45.89239
758,7.022011,43.586875
759,2.4002482,48.896918
760,2.408919,48.8923962
761,2.41108,48.89345
762,2.40399,48.89138
763,2.41493,48.89355
764,2.4022089,48.9013125
765,2.3955337,48.9002236
766,2.4034,48.88948
767,2.446442,48.9118417
768,2.4101446,48.8891511
769,2.4005275,48.8955081
770,2.3947,48.90391
771,2.3738928,48.9109881
772,2.4257724,48.8954189
773,2.3987887,48.890448
774,2.4002195,48.8969094
775,2.4100272,48.8898199
776,2.40725,48.8919
777,2.4178927,48.894102
778,2.41396,48.90195
779,2.4086297,48.896828
780,2.41619,48.89375
781,2.3971824,48.90836
782,2.39389,48.90054
783,2.4112119,48.8934482
784,2.42467,48.89527
785,2.4036781,48.8970879
786,2.3983564,48.8929491
787,2.4112285,48.8934587
788,2.42221,48.89491
789,2.4104,48.88686
790,2.413227,48.8932789
791,2.4198114,48.8894213
792,2.4638343,48.9163986
793,2.4154928,48.9026543
794,2.3963145,48.9050569
795,2.4122546,48.8930797
796,2.4029119,48.8967749
797,2.3982,48.9092
798,2.44317,48.90141
799,2.4054934,48.8979869
800,2.40906,48.89638
801,2.3981551,48.9091229
802,2.4143868,48.91058
803,2.4030074,48.896784
804,2.4140322,48.901972
805,2.41456,48.89347
806,2.4262844,48.9156315
807,2.3957944,48.9070796
808,2.40982,48.89249
809,2.4254,48.90735
810,2.3956618,48.9001065
811,2.418563,48.8945514
812,2.402,48.896
813,2.42606,48.89549
814,2.42109,48.89024
815,2.4003144,48.8907034
816,2.4144068,48.8934882
817,2.444178,48.9098882
818,2.42597,48.89571
819,6.99003,43.55044
820,4.82654,43.93672
821,2.4385893,48.9092077
822,2.4696,48.90608
823,7.199607,43.710416
824,5.887004,45.309934
825,6.17995,49.23452
826,45.21964,-12.79072
827,-1.48985,47.02136
828,2.47293,49.03331
829,-1.673324,48.131333
830,2.10966,47.2243
831,3.1900793,46.1647044
832,-52.324276,4.9259663
833,-52.3348224,4.9394185
834,-150.997907,-16.749572
835,5.157566,43.564829
836,5.269961,45.808476
837,2.3850193,48.9300757
838,5.394759,43.877178
839,5.147012,43.851102
840,6.960139,47.517712
841,3.307396,46.5729719
842,6.316493,48.265237
843,2.43271,48.91066
844,5.35993,43.375453
845,-60.896723,14.450561
846,-52.3248339,4.9066399
847,-52.3225272,4.9077302
848,7.0167,43.5667
849,2.4542142,48.9086499
850,5.074005,44.241125
851,5.5769,45.34739
852,2.43681,48.91289
853,-52.30286,4.94118
854,-52.3202741,4.9234008
855,2.33661,48.95302
856,2.31575,48.95287
857,0.740295,48.753061
858,-1.26262,46.52495
859,-1.87374,46.83517
860,5.8004352,43.0744132
861,2.4026234,48.924153
862,2.368,48.66258
863,4.67998,43.65015
864,2.33605,48.90601
865,166.44485,-22.26256
866,4.342652,45.453028
867,2.235764,48.865894
868,2.342986,48.871206
869,45.17743,-12.72991
870,45.231999,-12.780951
871,7.255268,47.88787
872,8.75584,41.94429
873,45.19668,-12.81835
874,45.22594,-12.78541
875,45.2152,-12.80043
876,45.22287,-12.77166
877,45.2159,-12.8004
878,45.22506,-12.7876
879,45.2224879,-12.7722459
880,45.22681,-12.77588
881,6.0629758,49.3269361
882,2.35443,48.869644
883,4.81952,43.95102
884,0.48267,49.56115
885,2.51594,48.63152
886,2.5204487,48.9186846
887,2.366883,48.884339
888,2.834864,48.823727
889,2.2479292,48.8827958
890,6.410034,46.07351
891,5.9091384,45.7018314
892,1.862252,50.949418
893,2.9069245,50.4209671
894,2.705044,50.4482779
895,2.83319,50.431121
896,2.98257,50.41491
897,6.25684,46.19622
898,5.9094724,45.6897799
899,5.892132,45.7090736
900,-1.4788,43.4885
901,-1.46378,43.49144
902,2.2371876,48.9085201
903,-1.958077,48.665922
904,0.13615,49.49765
905,0.12675,49.48618
906,0.1255,49.5128
907,0.17092,49.51567
908,0.1419,49.4931
909,-61.72808,15.99073
910,6.45959,43.53942
911,0.49285,44.85836
912,3.267931,49.850564
913,-1.15245,46.16256
914,5.660406,46.275115
915,2.403376,48.858118
916,2.387832,48.883226
917,2.400504,48.882146
918,2.374103,48.898774
919,2.385085,48.874555
920,2.353211,48.890878
921,2.311553,48.844545
922,2.319729,48.832956
923,2.398887,48.841093
924,2.356548,48.879655
925,2.313252,48.861044
926,2.48828,48.79806
927,2.33258,48.78765
928,2.42713,48.77069
929,2.40457,48.75665
930,2.54915,48.7978
931,2.42027,48.79826
932,2.53131,48.9806
933,2.3465434,48.9057412
934,2.3324589,48.9077949
935,2.5179698,48.8562746
936,2.4592149,48.8729114
937,2.4532127,48.8704977
938,2.4526739,48.9204204
939,2.219715,48.865543
940,2.2494953,48.8838854
941,2.307392,48.925096
942,2.274933,48.7633619
943,2.32376,48.80145
944,2.723177,47.488079
945,2.9621791,50.6087365
946,3.40354,43.444804
947,1.308693,45.943276
948,5.7872576,43.467518
949,3.8742415,49.2531375
950,2.850967,49.982963
951,1.87215,50.256984
952,-3.387512,48.63678
953,5.854307,47.188506
954,-4.6189401,48.4266534
955,1.381128,43.707516
956,5.563304,45.564691
957,2.4571287,46.353509
958,3.3799106,47.3829436
959,0.023158,48.284796
960,0.736431,48.059526
961,-0.87351,43.680466
962,1.09946,44.8898
963,5.911878,43.986718
964,1.5843977,45.3047191
965,5.884895,44.836548
966,7.201393,43.67083
967,2.691693,48.28682
968,164.889636,-21.131142
969,166.546335,-22.231765
970,55.255384,-21.108622
971,1.764443,49.16301
972,5.304192,47.181743
973,6.073814,49.178183
974,5.239298,45.690829
975,-1.128549,46.97194
976,-1.114426,47.125666
977,5.37554,43.30732
978,7.72402,48.63301
979,7.7193917,48.5862523
980,-0.61259,44.89014
981,3.11765,50.673388
982,2.026463,50.93205
983,2.314049,48.728174
984,2.29529,48.76114
985,2.36522,48.66427
986,1.930592,48.960745
987,2.6116759,48.6508401
988,2.4422,48.8171
989,2.44976,48.75105
990,2.271803,48.913836
991,2.411229,48.873965
992,2.393135,48.871021
993,2.398407,48.8917
994,2.373025,48.887773
995,2.359386,48.899491
996,2.277907,48.850704
997,2.287901,48.862984
998,2.292627,48.838948
999,2.347968,48.834912
1000,2.358648,48.835691
1001,2.439969,48.837733
1002,2.370212,48.882551
1003,2.325415,48.875416
1004,2.350486,48.870148
1005,2.32683,48.81057
1006,2.35,48.79
1007,2.37167,48.81206
1008,2.40717,48.81453
1009,2.3383,48.76472
1010,2.54122,48.98349
1011,2.3863748,48.9499661
1012,2.5749103,48.8992657
1013,2.5475597,48.9025667
1014,2.48695,48.90697
1015,2.4638225,48.9378947
1016,2.3811626,48.9140486
1017,-3.020575,48.553049
1018,7.222143,47.903516
1019,3.037001,47.534603
1020,-2.086823,47.445715
1021,-0.133504,44.930301
1022,4.331145,46.062839
1023,3.29781,47.734225
1024,5.394416,49.089972
1025,6.136782,47.010167
1026,-2.013876,48.154203
1027,1.085227,43.205418
1028,3.456295,46.854571
1029,0.587618,48.069438
1030,0.049739,48.956996
1031,-1.694899,49.33496
1032,-1.464701,48.570211
1033,2.32378,49.494988
1034,1.801801,46.941185
1035,0.348816,45.252527
1036,6.025105,44.085211
1037,0.81817,48.321635
1038,1.28929,48.484994
1039,-0.99511,46.31143
1040,1.016085,44.758969
1041,-149.570803,-17.618416
1042,7.283399,43.733554
1043,6.306581,46.778479
1044,55.551213,-21.228059
1045,-61.004323,14.748043
1046,-0.44662,44.76932
1047,4.866981,43.952722
1048,5.444762,43.425722
1049,3.505052,47.956784
1050,6.205924,45.562171
1051,-1.537131,47.326672
1052,5.206516,45.774737
1053,-0.502732,45.725446
1054,-0.408425,45.288886
1055,-0.437662,44.825456
1056,-1.602298,47.427517
1057,1.60004,49.117587
1058,3.567252,50.319134
1059,5.57228,43.28453
1060,5.0710702,43.3969405
1061,-0.50172,44.70039
1062,2.367,48.6242
1063,2.4804,48.6285
1064,2.1857,48.749
1065,2.208756,48.905219
1066,2.2020815,48.8395693
1067,-1.58638,49.63513
1068,-0.54109,47.48772
1069,-0.51594,47.46641
1070,-0.52985,47.48617
1071,1.93773,47.9277
1072,-2.25825,47.256504
1073,-2.228816,47.281481
1074,5.59094,45.36529
1075,0.7043285,47.3743879
1076,-1.65507,48.10998
1077,-1.63958,48.12338
1078,-1.64977,48.09465
1079,-1.62862,48.0922
1080,-1.6709,48.11823
1081,-1.6929775,48.1086159
1082,3.88057,43.59695
1083,-0.56068,44.87329
1084,1.39831,43.59314
1085,1.33023,43.62104
1086,1.49461,43.5579
1087,-4.03328,47.9953
1088,-4.076,48.01297
1089,-4.4996327,48.4111502
1090,-4.4796002,48.413884
1091,1.47548,49.07947
1092,6.34292,46.93428
1093,-2.754215,48.5031
1094,-0.388834,49.178875
1095,-0.3856617,49.2026703
1096,-0.29914,49.20596
1097,5.3577,43.359
1098,5.354242,43.278793
1099,5.40705,43.31451
1100,4.08979,48.27315
1101,4.7096,49.7379
1102,7.2947,43.702
1103,7.4966,43.7715
